Date,Time Taken,Condition,Review,Rating
"September 22, 2014",,Imitrex (sumatriptan) for Migraine:,"My husband has always what's called prostrating attacks, which is a form of a migraine that leaves him in so much pain he can't function at all! The only medication that has ever worked on him is the Imitrex. This stuff is awesome! The only thing that is irritating is every time I get his prescription filled the pharmacist try to give him the Sumatriptan (the generic version) which makes him so sick he will throw up nonstop for hours. So I always have to tell them he needs the name brand, and I have gotten into many arguments with pharmacists trying to tell me it's the same thing. IT'S NOT!!!! When my husband takes Imitrex his migraine is gone within minutes, he takes a Sumatriptan and I feel like I need to take him to a hospital.",10
"July 16, 2019",,Imitrex (sumatriptan) for Migraine:,"I have had migraines since I was a kid. Diagnosed as sinus for many years until one dr asked me to try imitrex. It was like a miracle. I thought I would have to suffer with 3 to 4 day long headaches that feel like a knife in my temple the rest of my life. But imitrex knocks it out in 30-40 min. There are side effects: muscle aches, tiredness, sensitive skin and the need to pee constantly. Annoying but of you've had migraines for years it is a good trade off. I take a naproxen at the same time to help with body aches.",9
"June 22, 2019",Taken for 1 to 2 years,Imitrex (sumatriptan) for Migraine:,I suffered for years with migraines until I saw a specialist. He prescribed me 100mg dosage. I get almost instant relief. I do get a stiff neck sometimes but it only lasts about 15 minutes and my migraine is completely gone. I can’t live without this medication!,10
"February 1, 2019",,Imitrex (sumatriptan) for Migraine:,"It makes me crazy when I read that somebody waits until their headache is off the charts to take Imitrex. I have been suffering for over 25 years with migraines and then Imitrex came on the scene that was the end of the migraines. The symptoms always began behind my right eyeball and I was able to tell that's a headache was coming and that's when I took the Imitrex immediately when I started feeling symptoms not waiting until my headache is full-blown, which seems sensible to me.  It is better to knock it on the head when it isn't to back so you don't have to endure it to long.",10
"December 10, 2019",Taken for 10 years or more,For Migraine:,"I haven't had migraines in years--about 19 years. Now, every once in awhile, maybe twice a year, I get an aura. I take the sumatriptan, and I swear, within 10 to 15 minutes the aura is gone; no migraine to follow! I am so appreciative of this drug, I would like to thank the manufacturers of it. I wish that all drugs worked as well. Thank you!!",10
"January 23, 2020",,For Migraine:,I get very bad migraines that make me stay in bed for hours. I was prescribed sumitriptan and I took it to see if it worked. It did not really relieve my migraine and it made me feel nauseous and super weak. I got chest pain and my arms felt very heavy.,1
"October 30, 2019",Taken for less than 1 month,For Migraine:,"After suffering from constant pounding headaches for the last two weeks this medication was a god send! I was finally diagnosed with migraines after years of headaches. I had heard some worrying things about the associated side effects but the worst it got for me was worsening of neck and shoulder pain which was there anyway . The headache was relieved in an hour, best I have felt in two weeks! Woken up today, headache free and neck is fine! 
For all you out there struggling, it’s worth a try, don’t scare yourself with potential side effects, let’s be honest you can get side effects from taking simple pain killers!",8
"December 17, 2019",Taken for 5 to 10 years,For Migraine:,"I have been suffering from migraines for about 20 years. At first, OTC painkillers like Excedrin Migraine would do the trick, but about 10 years ago, nothing seemed to reduce the pain in the least bit. I get about 3 migraines per month that last about 3 days. My doctor prescribed Propranolol which I take twice a day and it has reduced the frequency of my attacks. I take a 50mg Sumatriptan at the first signs of a migraine and within an hour, it completely goes away. Thankfully I don’t suffer any bad side effects. I’ll feel a little foggy for a few hours but that’s about it. I literally cannot live without it! It has saved my life!",10
"October 3, 2019",Taken for 1 to 2 years,For Migraine:,I am medication sensitive and was scared to take sumatriptan based on reviews. It was totally fine. Minimal side effects just fatigue—but who wants to stay awake during a migraine. I get a great sleep. Sometimes I have a bit of a migraine/medication hangover and am groggy. It’s still much better than curling up in a dark room in bed crying with an ice pack on your head wondering if you’re having a stroke or if it’s just a migraine. Take it early when you first notice symptoms! Sometimes I take it with tylanol. So glad I found this!,9
"November 21, 2019",Taken for 6 months to 1 year,For Migraine:,"I get monthly hormonal migraines (during my period), and sometimes one in the middle of the cycle. They are really, really bad. Before Sumatriptan I had to stay in bed all day, snacking on Tylenol like candy (without much effect). 
Sumatriptan does work. The key is to take it as early as possible. Just when you feel the first tingles of pain - take it. Usually in 30-40 minutes I am pain free. It does come with pretty nasty side effects. For me it's extreme weakness, very heavy feeling arms and legs, low blood pressure and general feel of being unwell. So even after taking it, I have to take it easy - just stay comfortable, watch a movie, read a book, and stay in bed. I usually feel so weak, I can barely walk. But it sure as anything beats being in such a severe pain that you consider calling an ambulance.",8
"December 31, 2019",Taken for 1 to 6 months,For Migraine:,"Take as directed when I feel the migraine coming on and sometimes there is no change at all. Other times, like today, within 10 minutes my heart is pounding, my left jaw and nose and scalp are on fire and my migraine has advanced to dizzying pain. I have no idea what is going on, but I will be going back to tylenol until I get back to the doctor's office...",1
"August 18, 2018",Taken for 2 to 5 years,Imitrex (sumatriptan) for Migraine:,"I have been on Imitrex for a few years now. I don't get migraines too often (luckily) but they're horrible when I do. I always try to hold off on taking Imitrex for as long as I can before I cave, which is probably not the best course of action. It does work after approx 1-2 hrs, but until the effect does work I get weird, uncomfortable side effects. My throat gets tight and it's difficult to swallow, any other muscle ache I have gets amplified, my arms/legs feel incredibly heavy and overall I just feel like I am floating in my own skin, if that even makes sense. Oh, and I have to pee every 15 mins :/",7
"May 28, 2020",,For Migraine:,I've always suffered with migraine since I was a child.  Now they are usually self-induced I don't eat right or if I go out drinking there's no sense in taking any kind of over-the-counter pain medication or even strong pain medication I just throw it up the only thing it did relieve any pain was hot water. I was introduced to Imitrex a year-and-a-half ago unbelievable when I have them with me I feel safe does it matter if I take them as soon as I feel symptoms or after the headache is gotten to me it takes it right away I take mine with one Bayer aspirin and a Sudafed 20 minutes I'm asleep wake up about 45 minutes later I feel great I think they're golden.,10
"July 10, 2021",Taken for 1 to 6 months,For Migraine:,"This medication has improved my life so so much. Now I don't have to skip work for a 2 day migraine! 
As an example of how well sumatriptan works for me, last night I had a bad headache/ light migraine coming on while I was out drinking. I took one 25 mg pill, and within 45 minutes, I started feeling the headache dissipate significantly. By an hour, the pain was gone completely even though I was still out.  Anyway, I highly recommend trying this med even at a low dose. Personally I don't experience any side effects - don't feel weird or sleepy. Just feel soo much better! :) 
For someone who used to just suffer from multiple migraines a month, and almost overdosed on Advil due to the pain (and the Advil not helping sufficiently)... I highly recommend this med.",10
"July 2, 2014",,Imitrex (sumatriptan) for Cluster Headaches:,"Imitrex in any form is the Best med for Cluster headaches by far. High flow oxygen at first twinge, and the pill at the onset (even if you think it might hurt) Most effective. You all know how fast they come on. Usually work immediately unless late in a cycle. I too wish you could take more than twice in a 24 hr period. After suffering for almost 20 yrs with no medicine at All. For these crippling things. I have tried all Imitrex types, injections ,pills, nasal sprays. Injections are fast but so very expensive and painful as well. Nasal spray is nauseating for me, the pill form has always worked well if taken at the very BLINK of headache. Because of price and insurance restrictions I would wait to take the medicine. Not anymore.",9
"February 9, 2017",,Imitrex (sumatriptan) for Migraine:,"I have suffered migraines and headaches since I was little, I'am 55 years old and in physical healthy shape. I as many I have been a prisoner in my own body. I'am totally debilitated for what use to be 12 hours at a time has grown to sometimes days. I have suffered hearing loss, ringing in my ears with the fullness and so many other symptoms from sinus pressure to neck pain etc. I have at 2 different times had epidural shots in my neck for migraines and tried all kinds of pain killers and daily meds to lower the severity and frequency they occur. Last month  alone I had 18 headaches which 13 were migraines. UGH!!! The Dr. put me on Imitrex 100 to try. I was nervous but it is a miracle drug for me.",10
"October 13, 2019",Taken for 1 to 2 years,For Cluster Headaches:,"I've had cluster headaches for about 10 years. Brutal, soul crushing headaches maybe 100 to 200 times more painful than a common tension headache. Read about Sumatran and asked my doctor. He prescribed it about 2 years ago. It's been a miracle for me.
Completely gets rid of the headache within 15 to 20 minutes. No side effects of any kind. 
To those who have experienced side effects I might suggest taking a half or even a quarter dose. I was prescribed 20 mg and I usually cut them in half and 10 mg works great for me. If 10 mg is an effective dose, at least for some people as I can attest, then I can only imagine what taking 10 times the dose for your body or system might do, as I'm reading some people here were prescribed 50 or even 100 mg.
Hope this helps.",10
"December 26, 2015",Taken for less than 1 month,Zecuity (sumatriptan) for Migraine:,"I am a long time sufferer of frequent (chronic) migraines, up to 15+ a month. I have used sumatriptan since it became available, both in pill form and self-injection. Yesterday I tried the new patch Zecuity for the first time (and likely the last). The actual cost per patch is about $300.00. The packaging is ridiculous: a box overnight delivered which was about two feet square with a weight of about 15 pounds. It contained a large, thick styrofoam container, six special, red PureTemp Bricks, designed to keep the drug at room temperature (it must be kept between 68 it 77 degrees Fahrenheit–NOT refrigerated), and a box of four patches. The patches themselves contain the medication, but also the release/delivery system which includes a computer chip, the red light to indicate activation and completion of medication delivery (four hours–then the light turns off and patch can be removed) and two lithium-manganese dioxide batteries (perchlorate material), which are considered TOXIC WASTE by the federal government and cannot be thrown away in the regular trash. Instructions say to contact your local authorities to inquire how to properly (and legally) dispose of the used patches. The above in and of itself should give most people pause as to whether this is all worth it. But, as anyone who is suffering from a migraine will tell you, the pain and other symptoms are so bad you feel like you’d try practically anything. So, hey, even though this is the same drug, maybe this fancy delivery system is the magic relief we have been searching for. Personally, sumatriptan lessons the duration and severity of my migraines but has never relieved’ them. It may for some, but not for me. Other than the powerful narcotics I take for other chronic pain, it’s the only other thing that helps at all. Of course, there are strict limits on the number of times it can be used per month for safety reasons, so I can only use it for my worst migraines. The limit on the patches: no more than four per month. So, okay, I decide to give them a try. I followed all of the (somewhat detailed and involved) instructions and activate it, apply it, and push the start button and the little red light comes on. Within a few minutes, I start to feel a tingling, itchy, burning sensation, though not too bad and certainly not unbearable, or even anything as bad as the pain of the migraine. Within about five minutes, the gel (I assume the medication), starts to ooze out the sides of the patch, making a sticky mess and of course causing the adhesive of the patch to stop working and the thing starts to practically fall off. Okay, the directions say if there are problems with the patch staying in place to use medical tape. So I use medical tape. All around the entire patch I use medical tape. Five minutes later, even the medical tape starts to come loose due to the ozzing gel, so I apply even more tape, a lot of tape. I am also concerned that there is more medicine sticking to the tape than being absorbed into my body. I also only feel, very slightly, any effect of the sumatriptan. I felt a mild burning sensation the entire time the patch was on, as well as red, irritated, itchy, rashy skin upon removal. Oh yeah, and now what the heck do I do with this environmentally hazardous medical waste? Are most users really going to properly dispose of these things? As far a headache relief, obviously intramuscular injection is a quicker way of getting this drug into your body, to provide whatever amount of relief you are going to get from it as quickly as possible. Another consideration: my health insurance required Prior Approval to cover the patches, part of which was a statement from me and my doctor that the other forms of ingestion of sumatriptan (pill, self-injection, intranasal spray) were inadequate and that I required the patches. When I found that out, I refused and told my doctor to do the same. I had little faith that a 4-hour patch of the same drug would work better than a 5 second injection, and I did not want to give up my ability to keep receiving the injections. The drug company provided the one month free trial (four patches), so I agreed to try them. Several years ago, I remember how happy I was when Imetrix finally went generic and I was able to obtain sumatriptan much cheaper. It saved me (and my insurance company) a lot of money. I don’t really want to give that up either. So, I suppose that there are people who may find these patches amazing and effective, especially those who for whatever reason are unable or unwilling to use the self-injections. For me however, considering all of the factors above, I think I’ll stick with the injectable (pun intended), and sometimes the pills, as I don’t like to carry the auto-injections around in my purse (I already have to carry an epipen with me…). I wish the best to other migraine sufferers; perhaps the patches will give them the relief they seek. For me however, they are not the answer.",3
"March 28, 2014",,Imitrex (sumatriptan) for Migraine:,"First month prescription for 20, 50mg tablets. If I take at the first sign of headache goes away about 30 min. If wait to take tablet takes up two hours for the pain to stop. Since I have daily migraines tried waiting to save tablets, concerned run out of 50mg tablets prior to refill date. The Imitrex has been God sent for me. I have had migraines since my teens now in my sixities. Migranies only health probem I have. Plan to call my doctor let know how well Imitrex works for me and see if 30 day prescription or stronger prescription is what I need. From other reviews appears some users go days between headaches, that would be more than I ever expected after all these years.",10
"July 30, 2017",,Imitrex (sumatriptan) for Migraine:,"I'am 40 years old, and I have been suffering from chronic migraine since the age of 9  no medication has worked like Imitrex or sumatropan.  I take the pill when I have migraine pain, and literally it takes about 35 to 40 minutes and WALLA! migraine GONE! YES  

                                    THANKS science....",10
"July 15, 2014",Taken for 10 years or more,Imitrex (sumatriptan) for Migraine:,"I have suffered from migraines all my life and I am now 57. I was prescribed Imitrex at age 39 and the first dose of 50mg gave me a tightness in my throat but it stopped the migraine. I suffered with them every day. I finally figured out that MSG in food was the biggest cause of the migraine. MSG is disguised by many names but I have eliminated a lot of food and with the help of Imitrex, I can live an almost normal life without a migraine. Imitrex sometimes makes me sleep a lot and other times I sleep for about 30 minutes and I'm fine. I praise the makers of Imitrex because nothing else would completely take the pain away!",10
"September 16, 2019",,For Migraine:,"I got my first migraine when I was 6. I suffered so badly when I got one (which was often). Dizziness, vomiting and aura. Nothing helped, they tried everything. As I got older I learned to take Advil right an the onset of symptoms and that usually helped a little. After my daughter was born the migraines returned with a vengeance. I finally couldn’t take the pain any longer and sought out a neurologist. He prescribed Sumatriptan 100mg and it has literally changed my life. I take it and rest for about a hour with my eyes closed and it goes away every time. Sometimes if it’s bad I also use a ice pack. I would recommend this to any migraine sufferer. If you have migraines and won’t take this medication because of side effects I can tell you I had none. It’s a miracle drug.",10
"June 26, 2013",,Imitrex (sumatriptan) for Migraine:,"I completely rely on Imitrex. Once I had this the day-long headaches are gone. I now know that what I used to call ""sinus headaches"" were migraines I had since a teenager, though not bad until into my 40s. My side effects are a little sleepiness and maybe some tiredness, but nothing compared to the debilitation of a migraine. However I am much more aggressive with eliminating triggers, particularly MSG and processed foods, and this helps. My better diet has reduced my need for Imitrex down to 2-3 times a month.",9
"October 8, 2018",Taken for 1 to 2 years,Imitrex (sumatriptan) for Migraine:,"I only use this when I am incapacitated from migraine pain (I get it behind my left eye and can’t open it, have a hard time walking/talking, and end up vomiting). It relieves the physical pain and I am able to see, walk, and talk,  but I am still pretty much down for the count. It says you can take it every 2 hours, but MAN, 1 dose and I feel it for the rest of the day. I get very drowsy, my eyes get droopy, and it feels like I’m walking underwater...or through thick honey. Everything feels so heavy. My speech is slower. I get waves of nausea. Once I take it, I’m home for the day— no way would I feel comfortable driving. 
The side effects can be tough for sure, but I will take them over the bad migraine pain any day. I am always thankful I took it, even if I have to be confined to the couch for 4-6 hours.",9
"November 28, 2019",Taken for 5 to 10 years,Imitrex Statdose (sumatriptan) for Migraine:,"this medication will take a migraine away in 20 minutes.  If you have work that day or are trying to get to sleep this in invaluable to me once or twice a month. It stops the pounding quickly, especially accompanying a hot bath.",10
"June 16, 2013",Taken for 2 to 5 years,Imitrex (sumatriptan) for Migraine:,"Migraines have become my worst enemy over the past 4-5 years. Thank goodness for Imitrex. I started with the pills, then the nasal spray and have worked my way up to the shots (plus nausea medicines).  The pills had the least side effects.  The spray was vile tasting, but fast acting and I could take it while working.  When my headaches worsened, they added botox and upgraded me to the injected version. I needed something that acted FAST so I could stay in the classroom.  The down side to the injection is the head rush, change of hear rate, and the flushing feeling.  When I inject I have about 15-30 BAD minutes, then I kind of restabilize and about an hour later I usually feel better and capable of continuing to teach.",8
"October 18, 2019",,Imitrex (sumatriptan) for Migraine:,"I almost always get migraines around my period or times of extreme stress. I was getting a migraine that began as nausea, hot flashes, dizziness and weakness the entire day. That night the pain started so I took 25 mg imitrex in 90 min the pain was gone. I felt some pressure where the pain had been and couldn’t lay on that side. A week later I feel another migraine come on and I wasn’t sure it was a migraine until the nausea came. Took imitrex again and the pain went away after 2 hours but then I got super drowsy and fell asleep and woke up an hour later shaky and anxious. I had not had a good nights sleep the day before so those symptoms may be attributed to lack of sleep but they went away after a few hours. I did try imitrex in the middle of a migraine with nausea, blurry vision, severe pain and it didn’t  help. I was discouraged and did not take a second dose that time. I suggest taking imitrex as soon as you feel pain",9
"January 25, 2020",,For Migraine:,Hi I am 32 years old now and migraine sufferer last 25 years now my neurologist proscribed 50 mg sumatriptan it’s really very fantastic I take it with Advil it effects like a miracle it’s really works fast.,9
"May 23, 2014",,Imitrex (sumatriptan) for Cluster Headaches:,"Imitrex works very well for my eyeball pain, light and odour, toxic smells, nasal stuffiness that leads to migraines. Migraines. 
I am sensitive to gluten of all kinds, if I ingest some, I WILL get nasal stuffiness that will lead to a migraine or cluster headaches. Imitrex works in 45 mins, sometimes sleep is needed to take it away. Sometimes I get migraines for a week or so. Sometimes I take it as a last resort, after trying allergy meds, Tylenol or Valium. But Imitrex works for me. I eat very healthy, no breads of any kind, no gluten, very little sugar. I read all labels, eat mostly veges and meat, mostly organic, I'm getting better at that. ",10
"June 30, 2016",,Imitrex (sumatriptan) for Cluster Headaches:,"Words cannot express how grateful I am for this medicine.  I have dealt with these crippling headaches since my mid 20's.  Now in my mid-30's, I finally happened upon a physician (at a CareNow of all places) who actually listened to me as I told him of the nightmare I face at least three times a day, every day, for months on end, and prescribed Imitrex for me.  If taken at the very first sign of an attack, these little beauties (I take the oral) can save you 30 minutes to several hours of unimaginable pain.  I cannot recommend enough that my fellow cluster headache sufferers ask their doctor about considering Imitrex.  While there's no cure, this is the closest thing I've found so far that at least makes living with these headaches bearable",9
"August 4, 2014",Taken for less than 1 month,Imitrex (sumatriptan) for Migraine:,"Imitrex did not work for me. I have not reached the vomiting stage of a migraine in years thanks to other medications. Imitrex did nothing to stop the progression of my migraine. I had to leave work in the middle of the afternoon, feeling as if I would vomit at my desk, in the hallway, in the elevator, walking to the parking garage, the entire way. Aleve works better than this stuff, and Aleve only keeps nausea at bay, but does not cure migraines for me.",1
"December 4, 2013",,Imitrex (sumatriptan) for Cluster Headaches:,This is a miracle for me. Cluster headaches would put me out of commission for 2 days. Imitrex gets rid of the intense pain of my eye feeling like it might pop out of my head! The first few times I took it I had side effects of the heavy feeling on my chest and in my muscles after 3x I can take with no side effects. I've only taken it 5x  but still working great.,9
"August 5, 2013",,Imitrex (sumatriptan) for Migraine:,"Imitrex has truly been a miracle for me. I'm 36 and I've been having terrible headaches since as far back as I can remember. No over the counter medication ever made any difference in the pain at all.  5 years ago I was prescribed Imitrex and it has literally changed my life.  It normally takes an hour or two for it to kick in for me, but when it does, it completely takes my headache away.  I have never had any side effects either.",10
"April 30, 2018",Taken for 6 months to 1 year,Imitrex (sumatriptan) for Migraine:,"I have had menstrual headaches, so predictable for 10 years.  Once a month, 36 hours or so, can't even lay on my head migraines.  Just suffered through.  Tried  Imitrex last December and feel like I've been freed from bondage.  I don't get a high or sleepy sensation, just relief, especially when taken with 2 Advil.  I do not not have I ever uses prescription, pain meds. Seldom use even any NSAIDs.  I was not interested in pain meds so this was a great option and a miracle.  I can even take 2 without side effects.  Sorry to those who have poor outcomes.  FYI- I was discussing it today with a colleague and she said she felt high and loopy.  I was stunned.  Now in reading this, I see some people do react that way.  So I guess I would say, take half, at home with someone around.  Then make a choice from that result.  Good luck!",10
"May 29, 2015",,Imitrex (sumatriptan) for Migraine:,"Saved my life.   Nothing else worked.   Other drugs intensified the headache.   

I much prefer the injection.   Less of the drug is needed and the effective result occurs more quickly.

Side effects - I can get night/sleep sweats and have ""odd"" dreams that do not otherwise occur.",10
"January 22, 2012",,Imitrex (sumatriptan) for Migraine:,"I hated my experience with Imitrex.  It made my chest feel strange, heart beat increase and I felt very anxious while on it.  I guess it shortened the duration of my headache, but I became very worried and preoccupied by its side effects.",3
"November 9, 2013",Taken for 10 years or more,Imitrex (sumatriptan) for Migraine:,"I have taken Imitrex ever since it came out in the 90s. It works and I'll be forever grateful that it does. If you, like me, know what it was like to get migraines before Imitrex came out, you'll understand why I sing its praise.",10
"June 14, 2019",,For Migraine:,"I've been suffering from migraines for YEARS, lasting three days in a row, regularly! To humour my body, I'd take paracetamol, ibuprofen, cocodamol, knowing they would not even touch the sides of these monstrous head pains. Nothing besides my daith piercing  (a piercing that is located in the innermost fold of your ear) has worked. Until now. Enter Sumatriptan! It's bizarre the way it works; I can feel the blood vessels in my head contracting immediately, and then I feel a pained pressure at the top of my nose. It all seems to pulsate for about an hour, after which my migraine has gone!! I take anti-sickness at the same time, to counter the feelings of nausea and it does work. Although, for plenty o'hours afterwards I feel kind of odd; a bit floaty, a little bit dizzy, and the pressure in my nose is still there, but I think I prefer those short-lived symptoms to the three days of awfulness I'd been having until now. Within 12 hours, all my symptoms seems to have gone.",9
"September 29, 2019",,For Migraine:,"I had a migraine so bad that I was vomiting and kept awake for days with pain, so I went to the ER. They prescribed me 50 mg Sumatriptan tablets. I’ve been using them for almost a year, and I’ve had really great success! The best method I have found is to take a pill, lay down in a dark room for an hour and hopefully sleep, and when you get up, your migraine will barely be there anymore. Sometimes it takes the migraine completely away on lucky days, but most of the time it brings the pain down from an 8 or 9 to like a 1 or 2, I’ll still have the residue of a migraine but it’s ignorable. The only side effect I have noticed is some minor nerve pain/tension on my scalp and face. So if I touch my face or brush my hair the nerves there are overly sensitive. It’s minor, ignorable, and totally worth it. Really grateful for this pill and would recommend",9
"December 11, 2018",Taken for less than 1 month,For Migraine:,"AWFUL. Taking the 50mg and 100mg gave me HORRIBLE side effects. I can say, my migraine went away, but to get to that point, I have to go through about an hour of uncontrollable crying, tightness in my chest and throat, VERY heavy, almost numb limbs, extreme body aches, nausea, cold sweats, and a pounding headache. Never taking it ever again.",1
