Date,Time Taken,Condition,Review,Rating
"March 20, 2013",,Keppra (levetiracetam) for Seizures:,"I'm French and am 28 years old. I had my first seizure in 2009. My neurologist gave me Lamotrigine for 2 years, from 100mg daily at the beginning to 400mg at the end. The frequency of seizures has been reduced but I still had some.
I arrived in USA in 2011 and my new neurologist prescribed me Keppra because I wanted to have a new medication, more efficient. I take 500mg twice daily. I don't have any seizure since I started this medication, so more than one year now.
I'm very satisfied so far, but of course I have side effects and it's sometimes very difficult to deal with. I'm very tired all day long, I need to sleep at least 8 hours every night. I'm like bipolar, sometimes euphoric, sometimes very depressed.
I'm a different person now.",7
"February 23, 2016",Taken for 5 to 10 years,Keppra (levetiracetam) for Seizures:,"I've been on every seizure medication invented. Keppera or genetic Levatiraacetam is by far the worst one I've been on. The side effects have ruined my life. I gained over 45 pounds the first year on it. I am now almost 70 pounds heavier than I was before I started taking the medication. I can't work anymore because I have severe depression, anxiety & insomnia. I tell people off for the craziest things & am super paranoid all the time. Despite the that I take antidepressants, anxiety & sleeping meds. I used to be a terrific nurse, winning awards & receiving all kinds of gratitude. Now I can no longer do anything. I am terrified to leave the house, take a shower, clean or go anywhere. I have no life, I just exist. Can't wait to get off this!",1
"April 9, 2015",,Keppra (levetiracetam) for Seizures:,"I hate this medication! Yes it controls my seizures but it makes me a horrible human being. It causes me to be mean, moody, and angry.I would almost rather have the seizures than have these horrible side effects. next neurologist appointment I am begging for a different medication. And not dilantin or gabapentin either. Both those have given me nasty side effects as well.but what works for one does not necessarily mean it will work for another. Good luck to those of you who are taking this medication. I pray that the side effects are not as bad for you as they were for me.",1
"March 10, 2020",Taken for 1 to 6 months,Keppra (levetiracetam) for Seizures:,"My 10 year old daughter began on keppra 1000mg per day to control her Rolandic epilepsy. 
The first four weeks were awful, she was aggressive and scary. I needed extra help to stop her attacking her siblings. HOWEVER this calmed down after 4-6 weeks and she I now back to normal. Seizure free (so far) 4 months later. Her mood is back to normal. I would encourage parents to persevere through the first few weeks as it was AWFUL but has improved immensely.",8
"October 17, 2018",Taken for 10 years or more,Keppra (levetiracetam) for Seizures:,"I have been on this medication almost since it was introduced, being on other medications that stopped the seizures but had to have blood test every 6 months for liver function, those ones that didn't stop my seizures. Keppra has stopped all my seizure activity with little or no side effects after being on it for the first year. Occasionally I feel the emotional effects of depression, and mood swings but am able to mentally talk myself out of the negative mental state, change the emphasis of what is causing the irritability, and changing my environment ( getting out and socializing, viewing nature, what ever it takes). Overall Keppra holds my seizures from occurring, with minimal effects.",9
"December 16, 2015",,Keppra (levetiracetam) for Seizures:,"I had my first seizure in 04/04/14 whilst driving and they found that I had epilepsy. The neurologist put me on keppra. It is by far the best drug I've had to take. Initially it was a pain as I was always angry, depressed because I lost my Driving Licence and tired all the time. All I wanted to do was sleep. However, once it took this medication after 6 months, the side effects wore off and I was getting back to my old self again. Happy and all that. I once forgot to take my tablets for 2 days. I had a seizure. Biggest mistake I've made. I always remember to take my tablets now. I'm fit free now. Please take your tablets. They do help.",10
"July 15, 2014",,Keppra (levetiracetam) for Seizures:,My 8 year old was put on Keppra for complex partial seizures.  Except for some initial tiredness in the first two weeks she has had no side effects.  She takes 250mg twice a day.  She even won her age group in a 1mile race two weeks ago and her competitive soccer team won their soccer tournament this weekend thanks to some of the goals she scored.  I have noticed no difference in her school work or personality.  I am so thankful for this medicine that my daughter can continue her active life seizure free.,10
"February 22, 2013",Taken for 2 to 5 years,Keppra (levetiracetam) for Seizures:,I am so glad I found this forum!  My husband was on Dilantin and it was working well but a few years ago his Dr switched him to Keppra because it was newer.  He started having severe depression and mood swings to a point where they diagnosed him with Bipolar.  The depression has been getting worse and worse to a point where we almost hospitalized him because I was afraid he may hurt himself.  Today I spoke with his mental health provider and asked about trying Depakote and decided to come home and research if he could take both.  After reading the reviews I am 100% convinced that it is the Keppra causing his depression and I am taking him to the Dr Monday to have him put back on Dilantin!,1
"January 12, 2019",Taken for less than 1 month,Keppra (levetiracetam) for Seizures:,"Experienced mood swings, including increased emotionality (crying, anger, etc.); had difficulty falling asleep/restlessness (tired & wired feeling); muscle cramping and joint aches became more frequent, as well as general body fatigue & lethargy; appetite was lowered and indigestion was common; dry mouth occurred regularly; and forgetfulness, attention problems, etc. were apparent. Seizures did not continue while on the 250 mg twice a day dose, but side effects outweighed the benefits. Especially considering I could not take the full 500 mg twice a day prescribed dosage.",4
"April 30, 2013",Taken for 1 to 6 months,Keppra (levetiracetam) for Seizures:,"46 yr old male. Over 3 month period experienced 3 auras and finally the first seizure in January '13. Prescribed Keppra by neurologist. 500mg x2 daily. Not a hint of seizure activity since being placed on this medicine. However, I do experience some tiredness (mild). Otherwise leading a very normal life style.",9
"September 28, 2016",Taken for 1 to 6 months,Keppra (levetiracetam) for Seizures:,"Worst drug I have ever taken.  Been on it for 4 weeks.  Not even sure I had seizure to begin with.  All tests, MRI and EEG were negative.  Trying to wean myself off.  Dizzy, headache, depressed, severe mood swings, angry then lethargic.  Sorry I ever went to doctor.",
"March 14, 2019",Taken for 2 to 5 years,Keppra (levetiracetam) for Seizures:,"I’ve been on keppra for about 2 years for my seizures and the side effects are on and off. My main problems are I’m extremely short tempered, often very depressed, and most importantly this medication causes so much plaque build up in my mouth. Whenever they raise the dosage on me I have to go to the dentist once a month with issues with my gums bleeding or a tooth being on the verge of being a cavity, and I brush twice a day and floss every night before bed. My dentist was very confused why I had to keep coming in with mouth problems until I told him I was epileptic and on Keppra, my dentist told me of the oral side effects, dry mouth etc.",2
"September 29, 2019",Taken for 1 to 2 years,Keppra (levetiracetam) for Seizures:,"I was taking Xanax 10mg for severe anxiety and Ambien 10mg from suffering from insomnia after having my daughter (10yrs ago) I've never had issues with sleep, but unfortunately, anxiety runs in my family. Both stopped working for a while so I decided to take 1 ½ bars a day and 1½ of Ambien a night. One day I decided to stop taking my Xanax and had ran out of my Ambien for about a week. That's where the nightmare began! Horrible withdrawals, feeling useless, hallucinating, kept myself locked up for days then suddenly I began to have seizures and ended up admitted in the hospital about 7 different times. After trying several different anti-seizure meds, Keppra finally worked for me and haven't had a seizure since. Thank god!",10
"January 3, 2020",Taken for 6 months to 1 year,Keppra (levetiracetam) for Epilepsy:,"Worst drug ever in my opinion!!! 
Here were my side effects- irritability, paranoia, anxiety, nausea, loss of appetite, numbness and tingling in my arms and legs, it would make my aura seizures come more often than they normally would without medication, felt dizzy and light headed, which would worsen during an aura seizure.  Made me get aura seizures when I was still asleep and it would wake me up! Made me feel suicidal also.  I took the medication for about six months and have had more than enough of it. Was  tired each day I could barely get up to do normal things, even to cook. I decided to wean off myself,  I decreased dose to half a tablet in morning, hoping it would stop at the very least my aura seizures in my sleep, but it didn’t help. I then thought after a few months- enough is enough. After taking half a tablet in morning for few months I stopped taking it completely. Never felt better. Wouldn’t go back on it if my life depended on it.",1
"January 31, 2014",,Keppra (levetiracetam) for Seizures:,"I was diagnosed with epilepsy when I was 23.  I am now 35 I was put on Tegretol 500mg twice a day.  For 2 years my life was a nightmare I still got seizures and double vision everyday.  I was then prescribed 500mg of Keppra twice daily along with the Tegretol.  The double vision went completely and I found that I only have 1 or 2 seizures max a year, this is usually because of lack of sleep or forgetting to take my medicines.  Yes I find my attention span is not great sometimes along with tiredness and mood swings.  The positives for me outweigh the negatives.  Good luck in finding what suits you best.",9
"August 24, 2020",Taken for less than 1 month,Keppra (levetiracetam) for Epilepsy:,Being on Keppra gave me side effects like living a real life nightmare. I heard voices in my head. I saw demons. People's faces shifted and everyone was out to get me. This drug twisted reality and turned my world upside down in only 11 days. Now my seizures are out of control and my life will never be the same.,1
"July 17, 2014",Taken for less than 1 month,Keppra (levetiracetam) for Seizures:,"Started about 1 week ago. Was fine then all of sudden I started feeling really tired, restless. Nothing unusual. Now I have no appetite. Spaced out majority of the day. My mood swings are through the roof. And tonight I had a nightmare. Calling my doctor to see what to do.",5
"June 9, 2020",,Keppra (levetiracetam) for Epilepsy:,"I have been on leviteracetam (Keppra) for almost 6 years now before that I was on sodium valporate. In the beginning it caused me confusion, slowmo kind of feeling, mood swings and a typical pressure inside my head. But after 2-3 months the effects started to fade away. And about cognitive ability, I didn't find any change, I sailed through tough competitive exam and achieved my goal. I am more confidant right now, and when I get stress or anxiety I do breathing exercise and it helps a lot. So its not bad for everyone I guess. Stay happy.",7
"November 11, 2017",,Keppra (levetiracetam) for Seizures:,"I dont like using keppra at all. Since the start of using keppra, I keep on having suicidal thoughts everyday which I don't want to have. Keppra is making my life worse than ever. My mood is changing every minute. It has impacted my schoolwork so much. I have trouble remembering things and being happy. Sometimes I cry so hard  and say to myself ""I can't take this drug anymore"". My self esteem is getting very low everyday. This drug is destroying my relationship with my friends and family. I just want to be able to tell them and my school what my feelings are and not pretend to put a mask of happiness over my face.",1
"August 29, 2017",Taken for 6 months to 1 year,Keppra (levetiracetam) for Seizures:,I had my first grand mal seizure on a boat and and then a second in the middle of class. The neurologist prescribed me 500 mgs twice a day and then eventually bumped to 750 mgs. I don't think I've had any side effects from this medication and I haven't had a seizure since I've been on it (10 months). I feel extremely terrible for everyone on this review board with these tragic stories. Yet for me I suppose my brain just accepted the chemical.,9
"July 20, 2013",Taken for 1 to 6 months,Keppra (levetiracetam) for Seizures:,"Started taking Keppa (750mg twice daily) alongside Lamictal (250mg twice daily) as the latter medicine was not 100% efficient to control partial seizures. Although the Keppra seems to have stopped the seizures completely, there are many side effects to be aware of. Drowsiness, tiredness and irritability/moodiness are extremely common, so that is often a downer, especially when you're trying to enjoy yourself. Depression is difficult to identify as dwelling on the side effects on the leaflet only makes you feel worse! Overall, an effective medicine for treating epilepsy but I had many bad side effects.",7
"April 7, 2018",Taken for 2 to 5 years,Keppra (levetiracetam) for Seizures:,I have been seizure free since 2014. It was two weeks before starting keppra that I had my last seizure so it's been three and a half years seizure free. As far as bad side effects it could possibly have given me attention and memory issues it's hard to say because I don't remember having that great of a memory to begin with but other then that it's been good. I got my license back 3 years ago as I had my second seizure at age 19 and had my license taken away so now at the age of 25 I couldn't be happier. I never look back and think I will have another but I will probably take keppra the rest of my life if it is what is helping me and my epilepsy. I also had allergic reactions to 2 types of anti epileptic medications and then was placed on a drug that wasn't helping my seizures at all so keppra was a God send,10
"July 11, 2015",Taken for 6 months to 1 year,Keppra (levetiracetam) for Seizures:,I had my first seizure when I was 13 years old. It scared my parents and I to death. After that I started experiancing seizures every month. Almost all of my seizures (except 3) have happened while I am asleep. I am 29 now and all the EEGs and EKGs come back normal. I have been taking Keppra now for 6 months and I have not had any Grand Mal seizures. I take 1000 mg everynight after dinner and I make it a point to get at least 7 hours of sleep every night. I have not experienced any mood swings or depression.  The good definitely out ways the bad.... Many blessings,10
"February 23, 2012",,Keppra (levetiracetam) for Seizures:,"After a motor vehicle accident in 2008 I started having seizures. (grand mal) I just started on Keppra 3 1/2 months ago. 1000mg in the morning and again evening. I also take Gabapentin. 300mg 3 times a day. I haven't had a seizure since. (yay!) Not only that, but I feel 'alert' and I don't feel tired. The Gabapentin can make me feel a little sleepy, but after taking it in the afternoon I immediately take a walk outside or take a 20 minute power nap and then I feel great. I haven't had the side effects of mood swings or feeling tired or depressed. I didn't even realize before I started taking Keppra how ""out of it"" I felt at times. I'd gotten so used to feeling tired and 'unclear' in my head. Now that I'm on Keppra, I feel 'alive' again!",10
"November 19, 2016",Taken for less than 1 month,Keppra (levetiracetam) for Seizures:,"I had my first seizure on 6/12/16 and it was a grand mal seizure.  The EEG found scarring on the brain from a fall a few years ago.  I was prescribed keppra 250mg twice daily and it was awful.  I had loss of memory which the pharmacist says was due to mini seizures. I. Had to lock myself into my room on several days because I was in horrible form.  I was so angryAfter 7 days I moved up to 500mg twice daily and I must say I have never felt so good,  not in years.  I am in fantastic humour all the time.  I am full of energy.  Even my doctor is shocked.  I know it's very early days for me to give a review but I think it's worth sharing a good experience after reading so manybad ones.  I'm a 34 year old male if that makes a difference to anyone",
"December 1, 2018",,Keppra (levetiracetam) for Seizures:,"I’ve had 2 seizures, both morning after heavy drinking. Neurologist says I have predisposition to seizures triggered by alcohol withdrawal. I was given Keppra in the ER, and then twice daily 500mg prescription to take home. Effects were generally fine, a little spacey first few days but then pretty much back to normal. Neurologist suggested I move to a 1000mg dose once a day of extended release pills. On their recommendation, I took my typical 500mg standard release in the morning, and then 1000mg (2 500mg pills) extended release dose tonight. Dear god the side effects. My whole body became jittery, I was having panic attacks, and my eyes were fluttering so much I thought I’d have another seizure at any moment. I didn’t, and after 6 terrifying hours I’m mostly back to normal. I will no longer take both pills at once as directed, and will instead spread the doses as I had been with the standard release. I’m going to continue to push my neurologist to ween me off these drugs.",6
"September 3, 2012",Taken for 1 to 2 years,Keppra (levetiracetam) for Seizures:,"I have a brain tumor. I've been on 1500mg/day since Feb 2011. I had a gran-mal seizure in the middle of the night. First seizure, first indication of the brain tumor. Haven't had a seizure since. Radiation took care of the tumor. Have not experienced any of the side-effects that most other people comment on other than occasional constipation. My dreams seem to be more vivid and realistic than before.  I'm 50 in two months.",9
"June 5, 2015",,Keppra (levetiracetam) for Seizures:,"My husband is 35 yrs old and had his first seizure in 03/15 right before a medical procedure for a shot in his back due to pain.  He has an extreme phobia of needles and seized before they did the procedure for his back.  The doctors believe it was due to extreme stress but then a month and a half later while at work he had another seizure.  The neurologist started him on Keppra and he has been on it for a little over a month.  He hasn't experienced another seizure but the medication is making him extremely depressed, he seems drunk/high from it, can't walk straight, speech is slurred, eyes glossy, memory loss.  I don't even feel like he is even my husband anymore because it has made him so spacey.",
"December 7, 2016",Taken for 2 to 5 years,Keppra (levetiracetam) for Seizures:,"First I had partial seizures (after head injury in 2004) and after grand mal 2014 I almost died because of status epilepticus. After that I am on Keppra 1000mg a day (500mg morning, 500mg evening) for 2 years now. First month or two I had headache and double vision, sometimes I was a bit aggressive 
but after few months it was ok. For me it is good medicine, now i have 10 petit mals a year and I think that bad-heavy weather changes is causing them. 
I want to tell you, that after first or second month side effects went away. For me it is important, that I take Keppra with good meal in morning and evening. It is good medicine, just do not give up. 
Love you all.",9
"January 4, 2015",Taken for less than 1 month,Keppra (levetiracetam) for Seizures:,"I'm 55/ male and recently experienced a seizure during a visit at an MD clinic upon falling from the cart I was on and striking my head, I then had a subsequent episode two weeks later. I was started on Keppra 500mg twice daily, It has now been almost a week and since starting my appetite has tanked, I have had profound anxiety attacks,and insomnia along with occasional emotional lability, Also ataxia when walking. Don't know if I wanted to continue this, but will speak with my neurologist next week.",3
"September 24, 2016",Taken for 1 to 6 months,Keppra (levetiracetam) for Seizures:,"I have had epilepsy all my life. I am 48 and been on Dilantin all my life except for the last 5 months.  About 5 months ago I had a grand mal seizure and my family dr. wanted me to see a neurologist since I haven't seen one for awhile. Well after seeing my neurologist she changed my medication to Kappa. I really hate this drug. I would maybe have a few to maybe 4 to 5 seizures a yr. that I could feel coming on, now I have had to many to count in the last 5 months than I have had since I was on Dilantin. All the seizures I have had since I have been on Kappra I have not felt coming on, I am very moody, I feel like crap all the time and over all I hate my life. I just want to get back to myself and go back to work but right now I cant.",1
"July 3, 2019",Taken for less than 1 month,Keppra (levetiracetam) for Seizures:,My mom began post stroke seizures and a 1000 mg Nokia was administered in the ER. I explained she was very sensitive to meds. She as admitted and given two more doses of 500 and 750. She was so lethargic and dizzy and nauseous I asked if we could switch. They dropped the keppra cold turkey and she seized 96 straight times every eight minutes. We are back on it to properly wean her but with each dose she seizes like clockwork and has been in cardiac arrest 4x. We are between a rock and a hard place with this med but I would advise anyone to choose this med knowing side effects can be severe. She is on comfort care now.,1
"May 13, 2016",,Keppra (levetiracetam) for Seizures:,"I was prescribed Keppra 5/3/16 after a Grand Mal at work and an abnormal EEG.  I had been having absence seizures for many years, this was my first major.  I am having some pretty bad side effects including dizziness, weakness, extreme fatigue, anger, agitation, and depression.  It is tough because I am a single mom and have to work but I go to work and just sit there because I can't concentrate and don't feel like moving.  I am still only taking 250mg in the morning and 250 in the evening.  I was directed to move to 500 in the morning and 500 in the evening after 3 days but I just don't feel like I can handle it.  I feel so hopeless and hope that the side effects will subside",5
"June 18, 2015",,Keppra (levetiracetam) for Seizures:,I've been on keppra for about a year now. I am not the same person I use to be. I have lost motivation to do anything. I can't retain information. I introduce myself to people I already know because I can't remember anything even things I learned years ago. The worst part is I still have seizures. They just keep increasing the dose. I'm up to 1500mg twice a day.,2
"May 17, 2008",,Keppra (levetiracetam) for Seizures:,"I have juvenile myoclonic epilepsy. I was taking lamotrigine for 4 years and it wasn't having much of an effect. I asked if there was anything else, I was given Keppra. I felt an almost instant change. I had no more funny feelings in my head, no twitching in the mornings. I felt much safer and that lead to me being much happier. I can stay out later. I've had no seizures since taking this and. I recommend it.",9
"August 15, 2017",,Keppra (levetiracetam) for Seizures:,"When I take my dose it makes me more sleepy than usual. It's not everyday, but some days I can be sleepy after 7-9 hours when I have slept enough (approx. 7-8 hours). That's the only side effect I had up to now. So I am ok with it, I guess. Annoying with two tablets 500 mg each day, but oh well better than seizures. That's even worse. Those who had them can feel with me. :)",8
"March 27, 2017",Taken for less than 1 month,Keppra (levetiracetam) for Seizures:,"This medication had a negative effect on my daughter.  It changed her mood to a negative mood.  It made her depressed, and she felt very agitated.  It was a very scary experience and would not recommend it to any one.",1
"June 23, 2016",,Keppra (levetiracetam) for Seizures:,"All depends on the individual I actually found that Keppra made my seizures WORSE. I started taking Keppra and was fine for 2 years with no side affects, no seizures, nothing, then 1 day I had a massive grand Mal seizure the doctors keep upping my dose. Now I am on the maximum dose but still having seizures. Before I took Keppra I had only a few fits in my life now I have them about once every couple of weeks.",5
"March 4, 2016",Taken for 1 to 2 years,Keppra (levetiracetam) for Seizures:,"My 11 year old son was given Keppra due to a dual concussion that lead to seizures in 4/2010. He hated the way it made him feel.  His neurologist put him on extended release Keppra which cause him to loose 30 pounds within a 3 month span.  He was rushed to the hospital due to high sugar - 564 dl.  In ICU, he was given Keppra at night, during his sleep,  his heart rate would slow down to 50 and set off the heart monitors all night. The cardiologist said there was nothing wrong with his heart after running numerous test.  The medication compromised his system, caused Type 1 diabetes and triggered irregular heart beats.  I weened him off Keppra against doctors wishes 10/2010.  He has had no seizures since, but still has Type I, he is 17 yrs .",1
"April 3, 2018",Taken for less than 1 month,Keppra (levetiracetam) for Seizures:,"Would not recommend for elderly. Mom was sent home from hospital with this med. She became very moody and talking suicidal (never in her 90+ life). She went downhill - no longer walking, couldn’t hold herself up, and dark urine. Happened over weekend I stop the med and she began coming back up to her normal self and is now better.",1
"January 12, 2016",Taken for 1 to 2 years,Keppra (levetiracetam) for Seizures:,My last seizure was less than a month before starting keppra. I was having very bad seizures on and off for 3 years and the only thing coming up in scans done on my brain was a bit of slowing on the left side. I had tried other anti epileptic medications that weren't working and my neurologist recommended I start using keppra which was newer to the market at the time.  I've been seizure free for over a year and I couldn't be happier. I got my license back a few months ago and have returned to living normally,10
"September 2, 2018",Taken for 10 years or more,Keppra (levetiracetam) for Epilepsy:,"I started having seizures as a teenager.   I have simple and complex partial.  I have found that taking Keppra along with Tegretol XR has kept me stable.  Another part is making sure you know your triggers (stress, flashing lights,  hormonal changes,  illness,  alcohol, roller coasters,  lack of sleep or food, dehydration,   etc and avoiding,  or at least try to minimize them.   The combination of the right medication and knowing yourself and your illness goes a long way.",10
"April 1, 2008",,Keppra (levetiracetam) for Seizures:,"I have been taking Keppra for 4 1/2 years, after head trauma from an auto accident caused me to have a seizure while in hospital.  I have experienced some minor occurances of side effects, but nothing compared to the problem I experienced while taking Dilantin, which caused me to lose my ability to reason, and to express myself, i.e. Dilantin made me an apparent idiot.  My greatest annoyance with Keppra is the rise in cost- 46% over these past 4 1/2 years.",9
"June 28, 2017",,Keppra (levetiracetam) for Seizures:,"I think the definition of hell was the 4 weeks I was on this medication. Every single day I was constantly in a state of panic. If you've had temporal lobe seizures you may know what I'm referring to; the brief state of panic that occurs when a seizure is coming about. I was in that state of panic ALL day. I was in high school at the time and had to stay home nearly every single day. The neurologist tried adding an antidepressant, a xanax, and nothing would calm it down. When my hair began falling out at an alarming rate that was the final straw for me. I had to DEMAND to be switched to something else. I take lamotrigine now and it has completely turned around. My hair finally stopped falling out about 2 months after I quit the keppra.",1
"August 31, 2016",,Keppra (levetiracetam) for Seizures:,"So on the 30th of July 2016 I turned 28 my birthday I didn't go crazy and party I spent the day with my kiddies an mum, that night was pored a glass of wine had a sip but wasn't feelin up to it so didn't. The next day on the 31st I woke up with a real sore head felt like I had the worse hangover ever even tho I hadn't actually drunk I felt awful but decided to go in to town anyway with mum, kids an my bestie for a little lunch an shoppin was then shoppin an had 4 grand mal seizures, woke up in hospital with a massive black eye and broken nose with not a clue what was going on, my mum an partner cryin tellin me I had just a scan an they found a tumour So they put me on keppra it's bad I have loads of side effects I feel like I'm going crazy",1
"January 28, 2016",,Keppra (levetiracetam) for Seizures:,"I wish I could tell you what it is like after my husband STOPS taking Keprra. For my husband and I this has been worse than his hit to the head. Major mood swings,can't sleep, can't eat, anxiety and more. It has been horrible. The thing is everybody is different, but if you are taking Keppra and these are happening to you speak with your doctor asap and try something else. It has been hard!!!!",1
"May 23, 2021",Taken for less than 1 month,Keppra (levetiracetam) for Seizures:,"I was put on Keppra to supplement to lamotrigine due to the pregnancy causing my lamotrigine to metabolize too fast. I immediately noticed an increase in exhaustion which was crippling on top of the pregnancy exhaustion. I could sleep 14 plus hours a day if I had the opportunity.  My husband commented on the change in my personality and how my mood changed for the worst. Keppra wasn’t added until I was 29 weeks, so the personality change was not pregnancy hormones. I reached a point where I started asking myself why I even thought getting pregnant was a good idea. What soon to be mother wants to think that!  I experienced dry mouth and a general feeling of malaise. If it wasn’t for the fear of another seizure while pregnant, I would NOT take this medication. I can’t wait until I give birth to get off of this miserable drug!",4
"February 17, 2020",Taken for 1 to 6 months,Keppra (levetiracetam) for Epilepsy:,"Keppra not only increased my seizures from 3 a year to 5-7 grand mals a week but also kept me conscious during them so that I was able to feel every excruciating moment. Normally the human brain blacks out during a seizure.
       Thanks to this drug, I was able to feel and remember my muscles tightening and fighting against each other, my head trying to hit again the floor and my legs and arms trying to kick and beat the air. 
        As soon as I was able I switched doctors and medication. This needs to be pulled from the shelves!!!!!!",1
"June 6, 2014",Taken for less than 1 month,Keppra (levetiracetam) for Seizures:,"I am from Bahrain. My daughter is 4 years old, she got grand mal seizures and doctors prescribed her Keppra syrup (oral). Since 18 days no seizure but we feel side effects like mood changes and one time she had minor rashes appeared on her face but it went after 3 days. So far we are happy with Keppra and I hope and pray that it will treat her epilepsy.",
"July 17, 2020",Taken for 5 to 10 years,Keppra (levetiracetam) for Epilepsy:,"I have been on Keppra for 5 years along with lamictal at first didn't realize any side effects of Keppra but once I got taken off lamictal the side affects appeared, didn't feel like myself.  Became very depressed irritable and anxiety through the roof. Would get intrusive thoughts and found out from my new neurologist that it's all from the medication KEPPRA.",
"June 29, 2015",,Keppra (levetiracetam) for Epilepsy:,"I was on 1500mg of Keppra (generic) for partial seizures that progressed into a grand mal seizure.  Immediately upon starting the meds, I noticed that things were different.  I felt disconnected from myself, trouble with attention, word finding, coordination, mood, working and longterm memory.  However, I was seizure free and I needed to drive so I pushed through, not enjoying my life as much and making terrible social decisions.  Finally after 4 years, my neurologist is helping me wean off so that I can start a family without worry.  I am down to 250mg a day and WHOA my whole life is changing.  I feel centered, even, connected.  I am so sad about how I was living my life on Keppra.  Don't ruin your life ",5
